deaths	exposure	age	year
0	49.5	11	1947
0	69	12	1947
1	98.5	13	1947
0	147	14	1947
0	489.5	15	1947
1	2253.5	16	1947
4	4178.5	17	1947
3	6560.5	18	1947
12	8382	19	1947
17	10615	20	1947
32	13851.5	21	1947
27	18140	22	1947
36	22632.5	23	1947
44	27108.5	24	1947
37	31915.5	25	1947
36	37870	26	1947
51	44166	27	1947
53	43368.5	28	1947
56	40484.5	29	1947
77	46870	30	1947
84	56030	31	1947
88	63658.5	32	1947
101	70646.5	33	1947
127	77198	34	1947
118	81634	35	1947
152	85638	36	1947
166	91231.5	37	1947
133	96322.5	38	1947
166	100290.5	39	1947
212	101394	40	1947
232	100792.5	41	1947
271	101258.5	42	1947
289	101839.5	43	1947
310	101110.5	44	1947
350	99536	45	1947
348	97116	46	1947
450	93619	47	1947
424	87787	48	1947
444	82144.5	49	1947
383	77854	50	1947
503	73599	51	1947
533	69971	52	1947
504	67386.5	53	1947
574	64892.5	54	1947
561	60204	55	1947
588	55393.5	56	1947
624	51988	57	1947
595	49604.5	58	1947
689	46553	59	1947
677	38602.5	60	1947
590	33228	61	1947
542	30308.5	62	1947
612	27399.5	63	1947
567	24740.5	64	1947
491	19884.5	65	1947
471	16373.5	66	1947
486	14671	67	1947
426	13095	68	1947
450	11821.5	69	1947
470	10416.5	70	1947
450	9408	71	1947
427	8752.5	72	1947
458	8167	73	1947
446	7450.5	74	1947
466	6745.5	75	1947
383	5948	76	1947
480	5157.5	77	1947
454	4595.5	78	1947
444	4158.5	79	1947
459	3536.5	80	1947
435	2951	81	1947
397	2451	82	1947
322	2094.5	83	1947
294	1816.5	84	1947
267	1532	85	1947
240	1233	86	1947
216	969	87	1947
166	765.5	88	1947
146	559.5	89	1947
105	420	90	1947
97	311	91	1947
80	230	92	1947
63	157.5	93	1947
34	113.5	94	1947
24	69	95	1947
9	46.5	96	1947
10	38.5	97	1947
8	26	98	1947
4	15.5	99	1947
4	14	100	1947
0	42.5	11	1948
0	69.5	12	1948
0	97	13	1948
0	152	14	1948
0	432.5	15	1948
1	2106	16	1948
3	4070.5	17	1948
8	6304	18	1948
11	8073	19	1948
15	10369.5	20	1948
11	15084.5	21	1948
23	21315.5	22	1948
35	26555.5	23	1948
36	31628	24	1948
41	36323	25	1948
44	41113.5	26	1948
47	47292	27	1948
64	53829.5	28	1948
52	51564.5	29	1948
56	47682	30	1948
61	54642.5	31	1948
61	64508.5	32	1948
66	72096.5	33	1948
103	79023	34	1948
123	85855.5	35	1948
126	89967	36	1948
147	93490.5	37	1948
163	98667	38	1948
169	103734	39	1948
193	107081.5	40	1948
258	107694.5	41	1948
194	106173	42	1948
275	106161.5	43	1948
294	105896	44	1948
335	104176.5	45	1948
379	102267	46	1948
399	99288.5	47	1948
426	95380	48	1948
468	88935	49	1948
465	81524	50	1948
486	77592.5	51	1948
495	73481	52	1948
469	69606.5	53	1948
515	66512.5	54	1948
561	61941	55	1948
591	57852.5	56	1948
638	53825.5	57	1948
625	50345	58	1948
696	47248	59	1948
572	39586.5	60	1948
548	33893.5	61	1948
577	30801.5	62	1948
557	28083.5	63	1948
587	25078	64	1948
520	19970.5	65	1948
475	16174	66	1948
464	14489.5	67	1948
459	13187.5	68	1948
384	11835.5	69	1948
423	10500.5	70	1948
368	9466.5	71	1948
377	8682	72	1948
461	8107.5	73	1948
438	7527	74	1948
415	6799	75	1948
406	6215	76	1948
399	5472.5	77	1948
411	4669.5	78	1948
461	4102	79	1948
371	3529	80	1948
358	3116.5	81	1948
303	2542	82	1948
300	2112.5	83	1948
280	1799	84	1948
246	1522.5	85	1948
232	1266.5	86	1948
164	1011	87	1948
204	782	88	1948
139	579.5	89	1948
95	444	90	1948
80	312.5	91	1948
66	226	92	1948
43	159	93	1948
23	112	94	1948
19	83	95	1948
21	50.5	96	1948
5	33	97	1948
8	26.5	98	1948
7	14	99	1948
5	9	100	1948
0	27	11	1949
0	61.5	12	1949
0	92	13	1949
0	133.5	14	1949
0	401	15	1949
1	1762	16	1949
2	3770.5	17	1949
9	6023.5	18	1949
9	7547.5	19	1949
6	9768	20	1949
19	15384.5	21	1949
20	22290.5	22	1949
31	28044.5	23	1949
46	33145.5	24	1949
42	37925	25	1949
47	42668.5	26	1949
46	47223.5	27	1949
58	53929	28	1949
78	60646	29	1949
58	57537.5	30	1949
69	52810	31	1949
70	59951	32	1949
84	70064	33	1949
76	77883.5	34	1949
108	85172.5	35	1949
124	91825.5	36	1949
159	95323	37	1949
165	98568.5	38	1949
175	103736	39	1949
191	108200	40	1949
242	111268.5	41	1949
230	111280	42	1949
239	109272.5	43	1949
288	108717.5	44	1949
323	107440	45	1949
402	105455	46	1949
362	103191.5	47	1949
480	99902.5	48	1949
480	95395	49	1949
480	87300.5	50	1949
548	80118	51	1949
494	76467	52	1949
580	72293.5	53	1949
574	67892	54	1949
626	62834	55	1949
643	59026.5	56	1949
619	55573	57	1949
600	51624.5	58	1949
670	47461	59	1949
647	39652	60	1949
666	34502.5	61	1949
575	31149	62	1949
612	28307.5	63	1949
617	25425.5	64	1949
530	19758	65	1949
412	15903	66	1949
447	14093.5	67	1949
430	12843	68	1949
425	11758	69	1949
413	10428.5	70	1949
451	9407	71	1949
406	8616.5	72	1949
420	7930	73	1949
442	7386.5	74	1949
470	6760.5	75	1949
436	6145.5	76	1949
455	5648	77	1949
438	4930.5	78	1949
467	4115	79	1949
400	3438	80	1949
407	3085.5	81	1949
375	2676.5	82	1949
287	2169.5	83	1949
309	1787	84	1949
298	1476.5	85	1949
230	1227.5	86	1949
212	1029.5	87	1949
179	796.5	88	1949
144	580.5	89	1949
116	443.5	90	1949
112	333	91	1949
64	226	92	1949
58	163.5	93	1949
37	106	94	1949
25	83.5	95	1949
19	56	96	1949
16	36	97	1949
6	22.5	98	1949
5	16	99	1949
2	8.5	100	1949
0	21	11	1950
0	37	12	1950
0	83	13	1950
0	123.5	14	1950
0	378	15	1950
3	1602	16	1950
1	3292	17	1950
6	5498	18	1950
8	7086	19	1950
15	9423.5	20	1950
17	15005.5	21	1950
22	21372.5	22	1950
38	27794	23	1950
23	33699.5	24	1950
30	38671	25	1950
44	43612	26	1950
54	47886	27	1950
52	52624	28	1950
66	59646.5	29	1950
81	66911	30	1950
59	62700	31	1950
47	56939.5	32	1950
63	64134.5	33	1950
72	74777	34	1950
98	82941.5	35	1950
130	89982.5	36	1950
114	96283.5	37	1950
121	99554.5	38	1950
176	102583.5	39	1950
196	107303.5	40	1950
228	111577	41	1950
249	114038	42	1950
238	113651.5	43	1950
287	111260.5	44	1950
381	109738.5	45	1950
396	108106	46	1950
425	105921.5	47	1950
443	103396.5	48	1950
461	99508.5	49	1950
551	93338.5	50	1950
498	85416.5	51	1950
525	78532.5	52	1950
604	74855	53	1950
673	70131	54	1950
615	63665	55	1950
648	59584.5	56	1950
648	56400	57	1950
707	52971	58	1950
710	48231	59	1950
641	39448	60	1950
628	34221.5	61	1950
628	31446	62	1950
623	28377	63	1950
594	25352.5	64	1950
525	19646	65	1950
388	15512	66	1950
400	13701.5	67	1950
381	12397.5	68	1950
417	11339	69	1950
443	10230.5	70	1950
429	9218.5	71	1950
496	8451	72	1950
451	7738.5	73	1950
432	7118.5	74	1950
491	6580	75	1950
403	5999	76	1950
490	5485	77	1950
473	4999	78	1950
408	4324.5	79	1950
346	3434.5	80	1950
349	2951.5	81	1950
388	2601	82	1950
354	2226	83	1950
302	1796.5	84	1950
298	1441.5	85	1950
231	1157	86	1950
184	975.5	87	1950
172	810	88	1950
149	595.5	89	1950
109	436.5	90	1950
98	310.5	91	1950
81	230	92	1950
52	157	93	1950
51	97	94	1950
27	69	95	1950
23	54.5	96	1950
6	33.5	97	1950
7	24	98	1950
2	12.5	99	1950
1	10	100	1950
0	21	11	1951
0	30	12	1951
0	56	13	1951
0	126.5	14	1951
0	380	15	1951
1	1675.5	16	1951
1	3262	17	1951
6	5175.5	18	1951
9	6706.5	19	1951
16	9017.5	20	1951
21	14872	21	1951
13	20931	22	1951
26	27140.5	23	1951
24	33584	24	1951
38	39676.5	25	1951
46	44634	26	1951
55	49157.5	27	1951
57	53228	28	1951
56	58004	29	1951
65	65670.5	30	1951
73	72760.5	31	1951
71	67456.5	32	1951
85	60785.5	33	1951
56	68200.5	34	1951
83	79338.5	35	1951
75	87211	36	1951
122	94251	37	1951
150	100262.5	38	1951
162	103286	39	1951
175	105924	40	1951
179	110446	41	1951
238	114076.5	42	1951
248	116218	43	1951
286	115553	44	1951
365	112202	45	1951
389	110392	46	1951
426	108472	47	1951
446	105997.5	48	1951
481	102959	49	1951
590	97321.5	50	1951
623	91388	51	1951
659	83635	52	1951
607	76771.5	53	1951
668	72592	54	1951
665	65812	55	1951
645	60264	56	1951
668	56856	57	1951
713	53626.5	58	1951
726	49426	59	1951
686	39917.5	60	1951
688	33881.5	61	1951
692	31132.5	62	1951
626	28621.5	63	1951
604	25367.5	64	1951
545	19390.5	65	1951
530	15187.5	66	1951
448	13259	67	1951
423	12032.5	68	1951
421	10852	69	1951
444	9801	70	1951
463	8996.5	71	1951
444	8247.5	72	1951
500	7540.5	73	1951
476	6891	74	1951
458	6295	75	1951
444	5823	76	1951
503	5332.5	77	1951
485	4787.5	78	1951
497	4353.5	79	1951
422	3597	80	1951
377	2935.5	81	1951
367	2486	82	1951
338	2133	83	1951
301	1833.5	84	1951
283	1441.5	85	1951
253	1132.5	86	1951
232	906.5	87	1951
167	743.5	88	1951
169	607	89	1951
121	449	90	1951
76	307.5	91	1951
75	219	92	1951
57	150.5	93	1951
41	99.5	94	1951
20	59.5	95	1951
25	46.5	96	1951
8	27	97	1951
6	21.5	98	1951
7	10.5	99	1951
2	7.5	100	1951
0	22	11	1952
0	32	12	1952
0	47	13	1952
1	100	14	1952
0	392	15	1952
1	1772.5	16	1952
1	3549.5	17	1952
10	5388	18	1952
9	6525	19	1952
13	8456	20	1952
19	14712.5	21	1952
25	21017	22	1952
26	26666.5	23	1952
35	33370.5	24	1952
38	39943.5	25	1952
55	45882.5	26	1952
28	50573	27	1952
50	54696	28	1952
66	58453.5	29	1952
52	63436	30	1952
60	71363	31	1952
79	78059.5	32	1952
97	71856.5	33	1952
66	64410.5	34	1952
91	71918	35	1952
88	83246	36	1952
127	91078	37	1952
135	97790.5	38	1952
180	103856	39	1952
165	106376.5	40	1952
214	108807	41	1952
197	112881	42	1952
274	116212.5	43	1952
306	117945.5	44	1952
329	116430.5	45	1952
314	112926	46	1952
422	110688.5	47	1952
453	108443.5	48	1952
490	105489	49	1952
560	100896.5	50	1952
627	95373.5	51	1952
564	89718	52	1952
630	81858	53	1952
615	74624.5	54	1952
628	68283.5	55	1952
655	62477.5	56	1952
721	57643	57	1952
678	54220	58	1952
680	50294.5	59	1952
643	40995	60	1952
570	34451.5	61	1952
581	31050	62	1952
600	28515	63	1952
622	25721	64	1952
443	19314.5	65	1952
438	14847.5	66	1952
430	13016.5	67	1952
442	11649.5	68	1952
400	10547.5	69	1952
372	9400	70	1952
406	8694.5	71	1952
445	8082	72	1952
418	7418.5	73	1952
442	6766.5	74	1952
428	6083.5	75	1952
419	5607.5	76	1952
422	5202.5	77	1952
479	4718.5	78	1952
386	4169.5	79	1952
393	3655.5	80	1952
382	3028	81	1952
352	2512	82	1952
284	2046.5	83	1952
292	1791.5	84	1952
259	1489	85	1952
188	1173.5	86	1952
190	892.5	87	1952
156	682	88	1952
127	562	89	1952
103	452.5	90	1952
100	331.5	91	1952
74	226	92	1952
42	142.5	93	1952
22	111	94	1952
17	70	95	1952
26	43	96	1952
5	23.5	97	1952
6	17.5	98	1952
2	11	99	1952
0	5	100	1952
0	26.5	11	1953
0	34	12	1953
0	48	13	1953
0	86.5	14	1953
1	392.5	15	1953
2	1900.5	16	1953
2	3709.5	17	1953
1	5714.5	18	1953
5	6688.5	19	1953
3	8357.5	20	1953
10	14274.5	21	1953
21	21119	22	1953
18	26618.5	23	1953
38	33111	24	1953
42	39741.5	25	1953
38	46104	26	1953
48	51758	27	1953
53	56145.5	28	1953
42	59830.5	29	1953
63	63656	30	1953
79	68750.5	31	1953
74	76370	32	1953
89	82886.5	33	1953
71	75902.5	34	1953
69	67677	35	1953
77	75435	36	1953
98	86747	37	1953
122	94446	38	1953
157	101238	39	1953
160	106861.5	40	1953
200	109192	41	1953
183	111253	42	1953
236	115074.5	43	1953
309	117896.5	44	1953
290	118950	45	1953
354	117262.5	46	1953
420	113281.5	47	1953
419	110812.5	48	1953
474	108081.5	49	1953
511	103659.5	50	1953
607	99019.5	51	1953
679	93734	52	1953
637	87896	53	1953
686	79683	54	1953
748	70189	55	1953
659	65007	56	1953
730	59876	57	1953
711	55037.5	58	1953
741	50886.5	59	1953
632	41643	60	1953
590	35428	61	1953
606	31688.5	62	1953
591	28504.5	63	1953
535	25652	64	1953
507	19363	65	1953
421	14693	66	1953
377	12744	67	1953
346	11413	68	1953
352	10262.5	69	1953
370	9203	70	1953
449	8373.5	71	1953
348	7858.5	72	1953
401	7308.5	73	1953
386	6731.5	74	1953
408	6022	75	1953
419	5488	76	1953
454	5049	77	1953
468	4661.5	78	1953
384	4186	79	1953
350	3555.5	80	1953
415	3124.5	81	1953
364	2600.5	82	1953
305	2119	83	1953
273	1737	84	1953
245	1487	85	1953
267	1213.5	86	1953
213	948.5	87	1953
147	702	88	1953
126	526.5	89	1953
97	433.5	90	1953
103	344.5	91	1953
72	245.5	92	1953
49	154	93	1953
35	104.5	94	1953
33	81.5	95	1953
14	52.5	96	1953
11	24.5	97	1953
9	16	98	1953
3	10	99	1953
3	6	100	1953
0	21	11	1954
0	36.5	12	1954
0	45.5	13	1954
0	81	14	1954
0	391	15	1954
0	2018.5	16	1954
5	3937	17	1954
3	5968.5	18	1954
5	7164	19	1954
11	8642	20	1954
21	13924.5	21	1954
17	20844.5	22	1954
28	27081.5	23	1954
35	33302	24	1954
37	39972.5	25	1954
45	46329	26	1954
35	52048.5	27	1954
36	57522	28	1954
52	61638.5	29	1954
62	65346.5	30	1954
63	69120	31	1954
63	73833	32	1954
70	81253.5	33	1954
108	87831	34	1954
74	80238.5	35	1954
89	71175.5	36	1954
87	78932.5	37	1954
109	90298	38	1954
112	98038.5	39	1954
155	104751.5	40	1954
159	110064	41	1954
198	111933	42	1954
240	113594.5	43	1954
281	117025.5	44	1954
308	119285.5	45	1954
347	119976.5	46	1954
397	117730.5	47	1954
439	113505	48	1954
472	110731	49	1954
525	106314.5	50	1954
538	102019	51	1954
619	97347.5	52	1954
702	91896.5	53	1954
716	85513.5	54	1954
677	75039.5	55	1954
751	66764.5	56	1954
737	62309.5	57	1954
770	57094	58	1954
770	51576.5	59	1954
706	41712	60	1954
579	35841	61	1954
579	32480.5	62	1954
563	29049	63	1954
547	25618.5	64	1954
476	18977.5	65	1954
387	14537	66	1954
371	12517.5	67	1954
340	11176.5	68	1954
375	10084	69	1954
400	8932	70	1954
405	8115	71	1954
410	7576	72	1954
366	7083.5	73	1954
418	6623	74	1954
378	5995	75	1954
402	5444.5	76	1954
390	4952.5	77	1954
388	4530	78	1954
415	4171	79	1954
404	3533	80	1954
341	3093.5	81	1954
386	2661	82	1954
306	2193	83	1954
282	1789.5	84	1954
229	1454.5	85	1954
243	1202	86	1954
204	973.5	87	1954
160	743	88	1954
111	554.5	89	1954
101	410.5	90	1954
79	336	91	1954
76	264.5	92	1954
51	169	93	1954
36	106	94	1954
35	69.5	95	1954
24	51.5	96	1954
16	34	97	1954
4	16.5	98	1954
3	8.5	99	1954
3	5	100	1954
0	15.5	11	1955
0	33.5	12	1955
0	49.5	13	1955
0	73	14	1955
1	372.5	15	1955
1	2037.5	16	1955
1	4101	17	1955
3	6317	18	1955
11	7725	19	1955
14	9290.5	20	1955
11	14727	21	1955
25	21021.5	22	1955
21	27192	23	1955
28	34409	24	1955
43	40983	25	1955
42	47417.5	26	1955
42	52832.5	27	1955
46	58308.5	28	1955
56	63559	29	1955
50	67746	30	1955
56	71304.5	31	1955
78	74542.5	32	1955
80	78973.5	33	1955
80	86571.5	34	1955
86	93458	35	1955
88	84843	36	1955
75	74828	37	1955
115	82439	38	1955
130	94032	39	1955
156	101809.5	40	1955
196	108250.5	41	1955
234	113195	42	1955
219	114609.5	43	1955
280	115779	44	1955
300	118695.5	45	1955
346	120328.5	46	1955
396	120670.5	47	1955
451	117951.5	48	1955
517	113386	49	1955
524	108975	50	1955
590	104574	51	1955
639	100216	52	1955
646	95252	53	1955
765	89277	54	1955
796	80414	55	1955
732	71056	56	1955
699	63719	57	1955
754	59158	58	1955
712	53297	59	1955
603	41838	60	1955
568	35583	61	1955
617	32563	62	1955
636	29562.5	63	1955
605	25833.5	64	1955
427	18478	65	1955
382	14047	66	1955
371	12224.5	67	1955
324	10852.5	68	1955
353	9799	69	1955
329	8634.5	70	1955
353	7825	71	1955
390	7279.5	72	1955
355	6794	73	1955
353	6390.5	74	1955
405	5886.5	75	1955
374	5402.5	76	1955
420	4906	77	1955
385	4469	78	1955
410	4040.5	79	1955
422	3477.5	80	1955
379	3042.5	81	1955
344	2651.5	82	1955
362	2235.5	83	1955
285	1849	84	1955
290	1489	85	1955
260	1180.5	86	1955
195	963	87	1955
177	752	88	1955
162	582	89	1955
130	421.5	90	1955
87	309	91	1955
106	244.5	92	1955
60	177	93	1955
46	117.5	94	1955
26	70	95	1955
18	39	96	1955
16	31	97	1955
3	25.5	98	1955
4	9.5	99	1955
0	4.5	100	1955
0	20	11	1956
0	36.5	12	1956
0	56	13	1956
0	85.5	14	1956
0	367	15	1956
1	2065.5	16	1956
4	4154	17	1956
5	6770	18	1956
2	8513	19	1956
12	10163.5	20	1956
15	15969.5	21	1956
28	22471	22	1956
20	27872.5	23	1956
24	35230.5	24	1956
33	42769	25	1956
37	49104	26	1956
31	54677	27	1956
44	59669	28	1956
48	64799	29	1956
48	70088.5	30	1956
88	74073	31	1956
70	76882	32	1956
58	79914	33	1956
54	84313.5	34	1956
86	92345.5	35	1956
114	98963.5	36	1956
83	89092.5	37	1956
98	78175	38	1956
108	85911.5	39	1956
169	97572.5	40	1956
165	105173.5	41	1956
188	111230.5	42	1956
224	115800	43	1956
250	116764	44	1956
256	117296	45	1956
363	119648	46	1956
386	121002.5	47	1956
424	120729.5	48	1956
474	117491.5	49	1956
543	111320.5	50	1956
600	106784	51	1956
651	102243	52	1956
688	97641.5	53	1956
686	92292	54	1956
758	83747.5	55	1956
815	75844.5	56	1956
796	67411	57	1956
794	60213.5	58	1956
774	54873.5	59	1956
706	42689	60	1956
672	35289.5	61	1956
670	32045	62	1956
620	29412	63	1956
556	26035.5	64	1956
445	18102.5	65	1956
405	13564.5	66	1956
317	11691.5	67	1956
351	10482.5	68	1956
340	9462.5	69	1956
324	8383	70	1956
343	7541	71	1956
358	6992.5	72	1956
318	6534.5	73	1956
356	6116.5	74	1956
378	5658.5	75	1956
378	5310.5	76	1956
354	4889.5	77	1956
401	4408	78	1956
382	3985.5	79	1956
383	3355	80	1956
360	2982.5	81	1956
347	2610.5	82	1956
323	2255	83	1956
312	1896	84	1956
279	1521.5	85	1956
249	1186	86	1956
201	945.5	87	1956
160	745	88	1956
137	576.5	89	1956
123	443	90	1956
94	307.5	91	1956
55	217.5	92	1956
54	163.5	93	1956
38	125	94	1956
33	77	95	1956
16	46	96	1956
15	20.5	97	1956
10	22	98	1956
2	16.5	99	1956
1	7.5	100	1956
0	19.5	11	1957
0	35	12	1957
0	61.5	13	1957
0	106.5	14	1957
1	402	15	1957
2	2378.5	16	1957
4	4720	17	1957
4	7758	18	1957
3	10177.5	19	1957
11	11579.5	20	1957
12	17275.5	21	1957
17	24818	22	1957
24	30542.5	23	1957
34	36970.5	24	1957
25	44508	25	1957
34	51649.5	26	1957
41	57345	27	1957
49	62451	28	1957
54	67042.5	29	1957
44	72136	30	1957
65	77099.5	31	1957
60	80222.5	32	1957
65	83126	33	1957
69	85939	34	1957
85	90496	35	1957
98	98269	36	1957
107	104770.5	37	1957
126	93936	38	1957
104	82057.5	39	1957
125	89601	40	1957
177	101235.5	41	1957
179	108560	42	1957
221	114556	43	1957
291	118785	44	1957
321	118999	45	1957
397	119073	46	1957
415	120938	47	1957
416	122070	48	1957
482	121234.5	49	1957
530	116313.5	50	1957
596	110088.5	51	1957
628	105327.5	52	1957
731	100615.5	53	1957
755	95439.5	54	1957
799	87385.5	55	1957
778	79794	56	1957
822	72741	57	1957
828	64471	58	1957
790	56321.5	59	1957
650	43966	60	1957
608	36300.5	61	1957
685	32143	62	1957
625	29180	63	1957
589	26175.5	64	1957
433	18131	65	1957
336	13334.5	66	1957
387	11429.5	67	1957
292	10202	68	1957
329	9283	69	1957
350	8228.5	70	1957
300	7419.5	71	1957
312	6878	72	1957
376	6365.5	73	1957
368	5931.5	74	1957
337	5490	75	1957
358	5193	76	1957
369	4883.5	77	1957
379	4442	78	1957
383	3983	79	1957
342	3368	80	1957
339	2922.5	81	1957
351	2577	82	1957
260	2258	83	1957
299	1936.5	84	1957
246	1582.5	85	1957
241	1229.5	86	1957
195	962.5	87	1957
166	747	88	1957
140	579.5	89	1957
108	450	90	1957
102	324	91	1957
56	226	92	1957
55	159.5	93	1957
29	116	94	1957
37	85.5	95	1957
29	45.5	96	1957
13	25	97	1957
3	13	98	1957
2	17.5	99	1957
4	14	100	1957
0	19.5	11	1958
0	37.5	12	1958
0	57	13	1958
0	111	14	1958
0	463.5	15	1958
2	2867	16	1958
1	5509	17	1958
4	8929.5	18	1958
12	12562.5	19	1958
15	14211	20	1958
15	19165.5	21	1958
22	27398	22	1958
21	34176	23	1958
37	40818	24	1958
36	47063.5	25	1958
40	53765	26	1958
36	60357.5	27	1958
49	65594.5	28	1958
57	70205	29	1958
50	74712	30	1958
67	79263	31	1958
50	83525	32	1958
66	86675.5	33	1958
81	89255.5	34	1958
75	92221	35	1958
100	96208	36	1958
110	104212.5	37	1958
112	110516.5	38	1958
104	98512	39	1958
108	85578	40	1958
146	93154	41	1958
167	104597.5	42	1958
231	112059.5	43	1958
284	117555	44	1958
293	121185	45	1958
331	120942.5	46	1958
426	120447	47	1958
432	122272	48	1958
533	122715.5	49	1958
539	120228.5	50	1958
650	115223	51	1958
652	108956.5	52	1958
742	103930.5	53	1958
802	98525	54	1958
792	90544	55	1958
855	83545.5	56	1958
857	76854	57	1958
875	69812.5	58	1958
873	60588	59	1958
694	45107.5	60	1958
640	37374	61	1958
663	33208.5	62	1958
591	29412	63	1958
615	26095.5	64	1958
441	17992.5	65	1958
364	13257	66	1958
317	11292.5	67	1958
328	10015.5	68	1958
312	9048	69	1958
335	8093.5	70	1958
352	7338.5	71	1958
374	6767.5	72	1958
323	6254	73	1958
356	5799.5	74	1958
346	5358.5	75	1958
385	5005	76	1958
423	4732.5	77	1958
454	4418	78	1958
393	3940.5	79	1958
349	3398	80	1958
303	2944.5	81	1958
320	2550.5	82	1958
354	2230	83	1958
287	1911	84	1958
271	1625.5	85	1958
228	1298	86	1958
226	989.5	87	1958
187	757.5	88	1958
126	577.5	89	1958
150	438	90	1958
104	335	91	1958
67	227	92	1958
55	165.5	93	1958
43	112.5	94	1958
41	80	95	1958
11	47	96	1958
9	27.5	97	1958
13	14.5	98	1958
3	9.5	99	1958
11	11	100	1958
0	18	11	1959
0	43.5	12	1959
0	57.5	13	1959
0	102.5	14	1959
0	409.5	15	1959
0	3182.5	16	1959
7	6164	17	1959
15	9806.5	18	1959
18	14232.5	19	1959
17	17837	20	1959
21	21513.5	21	1959
37	30059	22	1959
25	37575.5	23	1959
40	45218.5	24	1959
33	51513	25	1959
35	56527.5	26	1959
30	62596	27	1959
46	68660	28	1959
45	73298	29	1959
57	77866	30	1959
47	81744	31	1959
75	85678	32	1959
78	89663	33	1959
78	92696	34	1959
79	95359.5	35	1959
110	97694	36	1959
103	101401	37	1959
102	109491.5	38	1959
168	115526.5	39	1959
139	102461	40	1959
170	88985.5	41	1959
174	95934	42	1959
229	107405	43	1959
253	114402	44	1959
318	119401	45	1959
354	122778.5	46	1959
377	121979.5	47	1959
402	121089	48	1959
528	122298	49	1959
582	120950	50	1959
661	118318.5	51	1959
715	113417.5	52	1959
707	106873.5	53	1959
815	101207	54	1959
813	93189.5	55	1959
826	86177	56	1959
861	80129	57	1959
935	73354	58	1959
903	65397	59	1959
768	48342.5	60	1959
678	38107	61	1959
653	34037.5	62	1959
630	30329	63	1959
608	26242	64	1959
445	17555	65	1959
351	12973	66	1959
290	11140	67	1959
354	9849	68	1959
334	8832.5	69	1959
333	7877	70	1959
291	7192.5	71	1959
341	6609	72	1959
319	6092.5	73	1959
379	5640.5	74	1959
328	5184.5	75	1959
309	4807.5	76	1959
352	4490.5	77	1959
335	4242.5	78	1959
372	3867.5	79	1959
346	3342.5	80	1959
323	2963.5	81	1959
318	2559	82	1959
301	2187.5	83	1959
292	1863	84	1959
291	1573.5	85	1959
253	1331	86	1959
192	1042	87	1959
171	776	88	1959
170	579	89	1959
95	431	90	1959
97	329	91	1959
56	240.5	92	1959
41	167.5	93	1959
37	120	94	1959
30	75	95	1959
14	49.5	96	1959
13	34	97	1959
10	14.5	98	1959
4	8.5	99	1959
1	4	100	1959
0	16	11	1960
0	36.5	12	1960
0	66	13	1960
0	116.5	14	1960
0	338	15	1960
0	3487.5	16	1960
9	7117	17	1960
6	11370.5	18	1960
8	15866	19	1960
17	20850.5	20	1960
35	25859.5	21	1960
45	33315	22	1960
31	41233.5	23	1960
36	49499	24	1960
37	56511	25	1960
30	61453.5	26	1960
64	65726	27	1960
55	71064	28	1960
52	76728.5	29	1960
53	81482	30	1960
56	85344.5	31	1960
76	88615.5	32	1960
74	92185.5	33	1960
71	96101	34	1960
78	99180	35	1960
104	101242	36	1960
92	103032.5	37	1960
147	106756.5	38	1960
157	114883.5	39	1960
198	120456	40	1960
171	106761	41	1960
176	92073	42	1960
198	98754.5	43	1960
256	109985	44	1960
290	116597	45	1960
321	121273.5	46	1960
411	124128.5	47	1960
442	122853	48	1960
501	121404.5	49	1960
566	120862	50	1960
619	119319.5	51	1960
663	116689.5	52	1960
763	111356.5	53	1960
783	104363.5	54	1960
832	96122	55	1960
840	88912.5	56	1960
784	82896	57	1960
960	76765	58	1960
977	68987.5	59	1960
804	52525.5	60	1960
669	41109.5	61	1960
623	34924	62	1960
636	31307	63	1960
680	27245.5	64	1960
428	17669.5	65	1960
310	12692.5	66	1960
288	11034	67	1960
265	9848	68	1960
289	8788	69	1960
328	7767.5	70	1960
318	7044.5	71	1960
303	6530	72	1960
260	6023	73	1960
327	5527.5	74	1960
294	5067.5	75	1960
373	4706	76	1960
341	4323	77	1960
353	4043	78	1960
398	3779.5	79	1960
405	3277	80	1960
327	2900.5	81	1960
308	2572	82	1960
291	2201.5	83	1960
305	1846	84	1960
234	1535.5	85	1960
219	1309.5	86	1960
227	1090.5	87	1960
195	833	88	1960
128	594	89	1960
94	439.5	90	1960
119	322	91	1960
71	227	92	1960
46	181.5	93	1960
66	117.5	94	1960
26	75	95	1960
11	57	96	1960
8	33	97	1960
6	22.5	98	1960
3	11.5	99	1960
1	3.5	100	1960
0	16.5	11	1961
0	32	12	1961
0	67	13	1961
0	126.5	14	1961
0	405.5	15	1961
5	3954.5	16	1961
8	8276.5	17	1961
21	13703	18	1961
9	19011	19	1961
12	23981.5	20	1961
33	30432	21	1961
54	38564.5	22	1961
37	45613.5	23	1961
31	53818	24	1961
42	61341	25	1961
49	67005.5	26	1961
59	70896	27	1961
48	74150.5	28	1961
32	79220.5	29	1961
42	84949	30	1961
72	89120.5	31	1961
84	92479	32	1961
66	95377	33	1961
87	98696	34	1961
85	102482	35	1961
92	105227.5	36	1961
127	106790.5	37	1961
139	108477	38	1961
161	112039.5	39	1961
161	119642.5	40	1961
177	125246	41	1961
220	110572	42	1961
